latitude,longitude,chi,elevation,flow_distance,drainage_area,slope,source_key,basin_key
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0067446,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0068322,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0069221,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0070145,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0071094,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0072069,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0073071,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0074102,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0075162,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0076254,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0077378,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0078535,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0079729,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0080959,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0082228,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0083537,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.008489,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0086287,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0087731,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0089224,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.009077,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.009237,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0094028,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0095747,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.009753,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0099382,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.010131,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.010331,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.010539,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.010755,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.010981,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.011217,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.011462,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.011719,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.011988,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.01227,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.012565,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.012875,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.0132,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.013542,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.013903,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.014283,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.014685,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.015111,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.015561,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.01604,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.016549,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.017092,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.017671,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.018291,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.018957,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.019672,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.020445,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.02128,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.022187,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.023174,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.024254,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.02544,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.026748,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.028198,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.029814,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.031628,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.033676,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.036009,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.03869,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.041803,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.045461,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.049822,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.055109,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.061652,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.069961,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.080861,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.095787,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.11748,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.15187,103,8
34.2787013,109.995827,5.9908,1405,85840,9.756e+06,0.17948,103,8
34.2784281,109.995504,5.9772,1397,85798,9.7569e+06,0.18283,103,8
34.2781576,109.995507,5.9676,1389,85768,9.7632e+06,0.23431,103,8
34.2778871,109.995511,5.958,1381,85738,9.765e+06,0.23333,103,8
34.2776166,109.995514,5.9484,1376,85708,9.7938e+06,0.19526,103,8
34.2773434,109.995191,5.9349,1369,85665,9.7947e+06,0.17413,103,8
34.2770702,109.994869,5.9213,1361,85623,9.801e+06,0.19154,103,8
34.2767997,109.994872,5.9117,1354,85593,9.8055e+06,0.22636,103,8
34.2765265,109.994549,5.8982,1343,85550,9.954e+06,0.24407,103,8
34.2765265,109.994549,5.8982,1343,85550,9.954e+06,0.22636,103,8
34.2759828,109.99423,5.8753,1328,85478,1.0075e+07,0.20502,103,8
34.2757123,109.994233,5.8658,1322,85448,1.0076e+07,0.10679,103,8
34.2754418,109.994236,5.8564,1317,85418,1.2301e+07,0.033791,103,8
34.2732884,109.995565,5.774,1312,85128,1.2455e+07,0.024717,103,8
34.2713894,109.994936,5.6945,1307,84844,1.3679e+07,0.024662,103,8
34.2713894,109.994936,5.6945,1307,84844,1.3679e+07,0.025953,103,8
34.2711189,109.994939,5.6864,1304,84814,1.3693e+07,0.026085,103,8
34.2711189,109.994939,5.6864,1304,84814,1.3693e+07,0.023833,103,8
34.2711189,109.994939,5.6864,1304,84814,1.3693e+07,0.024991,103,8
34.2708537,109.995594,5.6668,1303,84741,1.3724e+07,0.015172,103,8
34.2705859,109.995923,5.6554,1303,84699,1.3734e+07,0.01503,103,8
34.2705886,109.996249,5.6473,1303,84669,1.3737e+07,0.01489,103,8
34.2705912,109.996575,5.6392,1302,84639,1.3746e+07,0.016379,103,8
34.2703234,109.996904,5.6278,1299,84596,1.3747e+07,0.015377,103,8
34.2703234,109.996904,5.6278,1299,84596,1.3747e+07,0.015894,103,8
34.2703234,109.996904,5.6278,1299,84596,1.3747e+07,0.016689,103,8
34.2700529,109.996907,5.6197,1296,84566,1.3763e+07,0.016452,103,8
34.2700529,109.996907,5.6197,1296,84566,1.3763e+07,0.017045,103,8
34.2700529,109.996907,5.6197,1296,84566,1.3763e+07,0.017683,103,8
34.2700529,109.996907,5.6197,1296,84566,1.3763e+07,0.019665,103,8
34.269793,109.998214,5.5773,1293,84409,1.385e+07,0.018945,103,8
34.2668253,109.999227,5.4531,1293,83942,1.4324e+07,0.01857,103,8
34.2665522,109.998904,5.4419,1293,83900,1.4351e+07,0.019292,103,8
34.2662843,109.999233,5.4307,1293,83858,1.4359e+07,0.020072,103,8
34.2660165,109.999562,5.4195,1293,83815,1.4377e+07,0.020662,103,8
34.2657459,109.999565,5.4116,1290,83785,1.4384e+07,0.018893,103,8
34.2654754,109.999569,5.4037,1288,83755,1.4385e+07,0.019282,103,8
34.2652049,109.999572,5.3958,1285,83725,1.4424e+07,0.015315,103,8
34.2652049,109.999572,5.3958,1285,83725,1.4424e+07,0.015174,103,8
34.2649344,109.999575,5.3879,1285,83695,1.4425e+07,0.015677,103,8
34.2649344,109.999575,5.3879,1285,83695,1.4425e+07,0.016215,103,8
34.2646665,109.999904,5.3767,1282,83653,1.4429e+07,0.014062,103,8
34.2646665,109.999904,5.3767,1282,83653,1.4429e+07,0.014452,103,8
34.2646665,109.999904,5.3767,1282,83653,1.4429e+07,0.014865,103,8
34.2646665,109.999904,5.3767,1282,83653,1.4429e+07,0.015302,103,8
34.2646665,109.999904,5.3767,1282,83653,1.4429e+07,0.015766,103,8
34.2646665,109.999904,5.3767,1282,83653,1.4429e+07,0.016259,103,8
34.2646665,109.999904,5.3767,1282,83653,1.4429e+07,0.016783,103,8
34.2646665,109.999904,5.3767,1282,83653,1.4429e+07,0.017343,103,8
34.2646665,109.999904,5.3767,1282,83653,1.4429e+07,0.017941,103,8
34.2646665,109.999904,5.3767,1282,83653,1.4429e+07,0.018583,103,8
34.2646665,109.999904,5.3767,1282,83653,1.4429e+07,0.019272,103,8
34.2646665,109.999904,5.3767,1282,83653,1.4429e+07,0.020014,103,8
34.2646665,109.999904,5.3767,1282,83653,1.4429e+07,0.020816,103,8
34.2646665,109.999904,5.3767,1282,83653,1.4429e+07,0.021685,103,8
34.2646665,109.999904,5.3767,1282,83653,1.4429e+07,0.02263,103,8
34.2638577,110.000239,5.3497,1280,83550,1.4731e+07,0.016311,103,8
34.2627862,110.001556,5.301,1278,83363,1.4808e+07,0.018127,103,8
34.2622558,110.002865,5.2637,1275,83218,1.5984e+07,0.015613,103,8
34.2622558,110.002865,5.2637,1275,83218,1.5984e+07,0.015462,103,8
34.2595559,110.003549,5.1703,1271,82844,1.6239e+07,0.016391,103,8
34.2595559,110.003549,5.1703,1271,82844,1.6239e+07,0.016951,103,8
34.2595559,110.003549,5.1703,1271,82844,1.6239e+07,0.01737,103,8
34.2576623,110.003571,5.1007,1270,82559,1.7086e+07,0.016469,103,8
34.2571187,110.003252,5.0832,1265,82487,1.7118e+07,0.01547,103,8
34.2571187,110.003252,5.0832,1265,82487,1.7118e+07,0.015835,103,8
34.2571187,110.003252,5.0832,1265,82487,1.7118e+07,0.016384,103,8
34.2571187,110.003252,5.0832,1265,82487,1.7118e+07,0.016972,103,8
34.2571187,110.003252,5.0832,1265,82487,1.7118e+07,0.017413,103,8
34.2571187,110.003252,5.0832,1265,82487,1.7118e+07,0.015676,103,8
34.2571187,110.003252,5.0832,1265,82487,1.7118e+07,0.015524,103,8
34.2571187,110.003252,5.0832,1265,82487,1.7118e+07,0.015376,103,8
34.2565776,110.003258,5.0627,1265,82402,1.7196e+07,0.018629,103,8
34.2563071,110.003261,5.0555,1261,82372,1.7198e+07,0.018477,103,8
34.2563071,110.003261,5.0555,1261,82372,1.7198e+07,0.018931,103,8
34.2563071,110.003261,5.0555,1261,82372,1.7198e+07,0.019407,103,8
34.2563071,110.003261,5.0555,1261,82372,1.7198e+07,0.020125,103,8
34.2563071,110.003261,5.0555,1261,82372,1.7198e+07,0.020899,103,8
34.2563071,110.003261,5.0555,1261,82372,1.7198e+07,0.021735,103,8
34.2563071,110.003261,5.0555,1261,82372,1.7198e+07,0.02264,103,8
34.2563071,110.003261,5.0555,1261,82372,1.7198e+07,0.023326,103,8
34.2563071,110.003261,5.0555,1261,82372,1.7198e+07,0.024054,103,8
34.2563071,110.003261,5.0555,1261,82372,1.7198e+07,0.021903,103,8
34.2563071,110.003261,5.0555,1261,82372,1.7198e+07,0.022643,103,8
34.2563071,110.003261,5.0555,1261,82372,1.7198e+07,0.023782,103,8
34.2560366,110.003264,5.0482,1261,82342,1.7204e+07,0.025043,103,8
34.2560366,110.003264,5.0482,1261,82342,1.7204e+07,0.026445,103,8
34.2557634,110.002942,5.038,1261,82299,1.7229e+07,0.028013,103,8
34.2554956,110.003271,5.0278,1261,82257,1.7316e+07,0.02978,103,8
34.2552277,110.0036,5.0176,1258,82214,1.732e+07,0.03185,103,8
34.2552277,110.0036,5.0176,1258,82214,1.732e+07,0.029554,103,8
34.2535967,110.002642,4.9494,1251,81930,1.7465e+07,0.019979,103,8
34.2535967,110.002642,4.9494,1251,81930,1.7465e+07,0.020817,103,8
34.2535967,110.002642,4.9494,1251,81930,1.7465e+07,0.021729,103,8
34.2535967,110.002642,4.9494,1251,81930,1.7465e+07,0.022771,103,8
34.2535967,110.002642,4.9494,1251,81930,1.7465e+07,0.023498,103,8
34.2535967,110.002642,4.9494,1251,81930,1.7465e+07,0.02461,103,8
34.2535967,110.002642,4.9494,1251,81930,1.7465e+07,0.025834,103,8
34.2525173,110.00298,4.9177,1247,81797,1.7536e+07,0.02502,103,8
34.2503664,110.004634,4.8315,1244,81435,1.7927e+07,0.024129,103,8
34.2503664,110.004634,4.8315,1244,81435,1.7927e+07,0.025305,103,8
34.2503664,110.004634,4.8315,1244,81435,1.7927e+07,0.026601,103,8
34.2503664,110.004634,4.8315,1244,81435,1.7927e+07,0.028037,103,8
34.2503664,110.004634,4.8315,1244,81435,1.7927e+07,0.029638,103,8
34.2503664,110.004634,4.8315,1244,81435,1.7927e+07,0.031433,103,8
34.2500959,110.004638,4.8244,1239,81405,1.7938e+07,0.018931,103,8
34.2500959,110.004638,4.8244,1239,81405,1.7938e+07,0.018717,103,8
34.2500959,110.004638,4.8244,1239,81405,1.7938e+07,0.019255,103,8
34.2500959,110.004638,4.8244,1239,81405,1.7938e+07,0.019824,103,8
34.2498253,110.004641,4.8174,1237,81375,1.796e+07,0.020081,103,8
34.2498253,110.004641,4.8174,1237,81375,1.796e+07,0.020701,103,8
34.2498253,110.004641,4.8174,1237,81375,1.796e+07,0.021361,103,8
34.2498253,110.004641,4.8174,1237,81375,1.796e+07,0.022372,103,8
34.2498253,110.004641,4.8174,1237,81375,1.796e+07,0.022689,103,8
34.2498253,110.004641,4.8174,1237,81375,1.796e+07,0.022689,103,8
34.2498253,110.004641,4.8174,1237,81375,1.796e+07,0.022689,103,8
34.2498253,110.004641,4.8174,1237,81375,1.796e+07,0.022372,103,8
34.2495522,110.004318,4.8073,1237,81333,1.7987e+07,0.022064,103,8
34.249279,110.003996,4.7973,1237,81290,2.0225e+07,0.022064,103,8
34.2471122,110.003695,4.7248,1234,80963,2.0424e+07,0.020325,103,8
34.2460275,110.003382,4.6955,1229,80831,2.067e+07,0.020692,103,8
34.2444044,110.003402,4.6451,1227,80601,2.0864e+07,0.01942,103,8
34.2441339,110.003405,4.6385,1227,80571,2.0865e+07,0.020211,103,8
34.2441339,110.003405,4.6385,1227,80571,2.0865e+07,0.02107,103,8
34.2430519,110.003417,4.6123,1224,80451,2.0953e+07,0.01966,103,8
34.2430519,110.003417,4.6123,1224,80451,2.0953e+07,0.020471,103,8
34.2430519,110.003417,4.6123,1224,80451,2.0953e+07,0.021352,103,8
34.2430519,110.003417,4.6123,1224,80451,2.0953e+07,0.022312,103,8
34.2430519,110.003417,4.6123,1224,80451,2.0953e+07,0.023362,103,8
34.2430519,110.003417,4.6123,1224,80451,2.0953e+07,0.024517,103,8
34.2430519,110.003417,4.6123,1224,80451,2.0953e+07,0.025792,103,8
34.2430519,110.003417,4.6123,1224,80451,2.0953e+07,0.027207,103,8
34.2425135,110.00375,4.5965,1221,80379,2.0993e+07,0.011778,103,8
34.2425135,110.00375,4.5965,1221,80379,2.0993e+07,0.013448,103,8
34.2425135,110.00375,4.5965,1221,80379,2.0993e+07,0.013687,103,8
34.2419777,110.004407,4.578,1216,80294,2.1069e+07,0.01282,103,8
34.2419777,110.004407,4.578,1216,80294,2.1069e+07,0.01282,103,8
34.2419777,110.004407,4.578,1216,80294,2.1069e+07,0.013057,103,8
34.2419777,110.004407,4.578,1216,80294,2.1069e+07,0.01341,103,8
34.2419777,110.004407,4.578,1216,80294,2.1069e+07,0.013782,103,8
34.2419777,110.004407,4.578,1216,80294,2.1069e+07,0.014176,103,8
34.2419777,110.004407,4.578,1216,80294,2.1069e+07,0.014592,103,8
34.2419777,110.004407,4.578,1216,80294,2.1069e+07,0.014901,103,8
34.241442,110.005065,4.5557,1213,80192,2.1098e+07,0.014073,103,8
34.241442,110.005065,4.5557,1213,80192,2.1098e+07,0.014323,103,8
34.241442,110.005065,4.5557,1213,80192,2.1098e+07,0.014582,103,8
34.241442,110.005065,4.5557,1213,80192,2.1098e+07,0.014234,103,8
34.241442,110.005065,4.5557,1213,80192,2.1098e+07,0.013873,103,8
34.2360817,110.011317,4.3432,1208,79193,2.2887e+07,0.012065,103,8
34.2360817,110.011317,4.3432,1208,79193,2.2887e+07,0.014587,103,8
34.2344612,110.011662,4.2926,1206,78951,2.2984e+07,0.012481,103,8
34.2341934,110.011991,4.2838,1206,78908,2.2999e+07,0.012717,103,8
34.2339202,110.011668,4.2749,1206,78866,2.3004e+07,0.013068,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.014907,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.014576,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.014995,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.015305,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.015768,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.01626,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.016626,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.017174,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.01776,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.018387,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.01906,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.019784,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.020566,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.021413,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.022332,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.023334,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.02443,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.025634,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.026964,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.028439,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.030086,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.031368,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.033384,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.035677,103,8
34.2336497,110.011672,4.2687,1201,78836,2.3016e+07,0.037496,103,8
34.2325729,110.012336,4.2387,1196,78691,2.3395e+07,0.035792,103,8
34.2325729,110.012336,4.2387,1196,78691,2.3395e+07,0.035801,103,8
34.2325729,110.012336,4.2387,1196,78691,2.3395e+07,0.038588,103,8
34.2325729,110.012336,4.2387,1196,78691,2.3395e+07,0.041846,103,8
34.2325729,110.012336,4.2387,1196,78691,2.3395e+07,0.045706,103,8
34.2325729,110.012336,4.2387,1196,78691,2.3395e+07,0.050351,103,8
34.2325729,110.012336,4.2387,1196,78691,2.3395e+07,0.056049,103,8
34.2325729,110.012336,4.2387,1196,78691,2.3395e+07,0.063203,103,8
34.2325729,110.012336,4.2387,1196,78691,2.3395e+07,0.072452,103,8
34.232305,110.012665,4.2299,1190,78649,2.346e+07,0.047007,103,8
34.232305,110.012665,4.2299,1190,78649,2.346e+07,0.05007,103,8
34.232305,110.012665,4.2299,1190,78649,2.346e+07,0.05516,103,8
34.232305,110.012665,4.2299,1190,78649,2.346e+07,0.061402,103,8
34.2320397,110.013319,4.2149,1185,78576,2.3548e+07,0.040419,103,8
34.2309734,110.015286,4.1677,1178,78346,2.3704e+07,0.023628,103,8
34.2301723,110.016598,4.1355,1177,78189,2.3912e+07,0.024239,103,8
34.2299043,110.016927,4.1268,1174,78147,2.3915e+07,0.022864,103,8
34.2299043,110.016927,4.1268,1174,78147,2.3915e+07,0.023969,103,8
34.2299043,110.016927,4.1268,1174,78147,2.3915e+07,0.024815,103,8
34.2299043,110.016927,4.1268,1174,78147,2.3915e+07,0.026121,103,8
34.2299043,110.016927,4.1268,1174,78147,2.3915e+07,0.027574,103,8
34.2296364,110.017256,4.1181,1172,78104,2.4195e+07,0.029355,103,8
34.2288562,110.021173,4.0277,1164,77657,2.4624e+07,0.024608,103,8
34.2288562,110.021173,4.0277,1164,77657,2.4624e+07,0.024312,103,8
34.2288562,110.021173,4.0277,1164,77657,2.4624e+07,0.025565,103,8
34.2288562,110.021173,4.0277,1164,77657,2.4624e+07,0.026955,103,8
34.2288562,110.021173,4.0277,1164,77657,2.4624e+07,0.028504,103,8
34.2288562,110.021173,4.0277,1164,77657,2.4624e+07,0.025019,103,8
34.2288588,110.021499,4.0216,1161,77627,2.4656e+07,0.024137,103,8
34.2288588,110.021499,4.0216,1161,77627,2.4656e+07,0.025313,103,8
34.2288588,110.021499,4.0216,1161,77627,2.4656e+07,0.02661,103,8
34.2288588,110.021499,4.0216,1161,77627,2.4656e+07,0.027608,103,8
34.2288588,110.021499,4.0216,1161,77627,2.4656e+07,0.029158,103,8
34.2288588,110.021499,4.0216,1161,77627,2.4656e+07,0.030361,103,8
34.2288588,110.021499,4.0216,1161,77627,2.4656e+07,0.032248,103,8
34.2288588,110.021499,4.0216,1161,77627,2.4656e+07,0.033727,103,8
34.2283281,110.022808,3.9925,1159,77482,2.474e+07,0.023833,103,8
34.2283281,110.022808,3.9925,1159,77482,2.474e+07,0.023833,103,8
34.2283281,110.022808,3.9925,1159,77482,2.474e+07,0.022689,103,8
34.2283281,110.022808,3.9925,1159,77482,2.474e+07,0.023833,103,8
34.2275269,110.02412,3.9574,1153,77308,2.5864e+07,0.025677,103,8
34.2267206,110.024781,3.9348,1150,77193,2.5904e+07,0.023364,103,8
34.2267206,110.024781,3.9348,1150,77193,2.5904e+07,0.024167,103,8
34.2267206,110.024781,3.9348,1150,77193,2.5904e+07,0.025028,103,8
34.2267206,110.024781,3.9348,1150,77193,2.5904e+07,0.026358,103,8
34.2253861,110.027076,3.8697,1149,76861,2.6212e+07,0.026349,103,8
34.2253887,110.027402,3.8639,1146,76831,2.6229e+07,0.020694,103,8
34.2253912,110.027728,3.858,1142,76801,2.6244e+07,0.021715,103,8
34.2253912,110.027728,3.858,1142,76801,2.6244e+07,0.022408,103,8
34.2253912,110.027728,3.858,1142,76801,2.6244e+07,0.023469,103,8
34.2253912,110.027728,3.858,1142,76801,2.6244e+07,0.017078,103,8
34.2253912,110.027728,3.858,1142,76801,2.6244e+07,0.017483,103,8
34.2253912,110.027728,3.858,1142,76801,2.6244e+07,0.018091,103,8
34.2251259,110.028382,3.8439,1140,76728,2.6331e+07,0.016867,103,8
34.2251259,110.028382,3.8439,1140,76728,2.6331e+07,0.017281,103,8
34.2251259,110.028382,3.8439,1140,76728,2.6331e+07,0.017715,103,8
34.2251259,110.028382,3.8439,1140,76728,2.6331e+07,0.018371,103,8
34.2251259,110.028382,3.8439,1140,76728,2.6331e+07,0.019077,103,8
34.2251259,110.028382,3.8439,1140,76728,2.6331e+07,0.01984,103,8
34.2251259,110.028382,3.8439,1140,76728,2.6331e+07,0.020666,103,8
34.2248579,110.028711,3.8356,1138,76686,2.6351e+07,0.020286,103,8
34.2248579,110.028711,3.8356,1138,76686,2.6351e+07,0.021196,103,8
34.2248579,110.028711,3.8356,1138,76686,2.6351e+07,0.021888,103,8
34.2237888,110.030352,3.7968,1136,76486,2.6547e+07,0.018165,103,8
34.220831,110.032665,3.7065,1131,76019,2.6908e+07,0.015625,103,8
34.220831,110.032665,3.7065,1131,76019,2.6908e+07,0.016133,103,8
34.2205657,110.03332,3.6926,1129,75947,2.6932e+07,0.015678,103,8
34.2200272,110.033652,3.6786,1128,75874,2.6962e+07,0.014786,103,8
34.2200323,110.034303,3.6623,1128,75790,2.732e+07,0.015088,103,8
34.2200349,110.034629,3.6565,1128,75760,2.732e+07,0.015539,103,8
34.2200349,110.034629,3.6565,1128,75760,2.732e+07,0.016018,103,8
34.2200374,110.034954,3.6508,1126,75730,2.7326e+07,0.014698,103,8
34.2200374,110.034954,3.6508,1126,75730,2.7326e+07,0.014698,103,8
34.2203105,110.035277,3.6427,1123,75687,2.7379e+07,0.015589,103,8
34.2203105,110.035277,3.6427,1123,75687,2.7379e+07,0.016094,103,8
34.2203105,110.035277,3.6427,1123,75687,2.7379e+07,0.016633,103,8
34.2203105,110.035277,3.6427,1123,75687,2.7379e+07,0.017209,103,8
34.2203105,110.035277,3.6427,1123,75687,2.7379e+07,0.017827,103,8
34.2203105,110.035277,3.6427,1123,75687,2.7379e+07,0.018491,103,8
34.2203105,110.035277,3.6427,1123,75687,2.7379e+07,0.019206,103,8
34.2203105,110.035277,3.6427,1123,75687,2.7379e+07,0.019979,103,8
34.2203105,110.035277,3.6427,1123,75687,2.7379e+07,0.020817,103,8
34.2203105,110.035277,3.6427,1123,75687,2.7379e+07,0.021729,103,8
34.2216913,110.038844,3.5631,1121,75270,2.7634e+07,0.020074,103,8
34.2216938,110.039169,3.5574,1121,75240,2.7641e+07,0.020694,103,8
34.2214258,110.039498,3.5494,1116,75198,2.7681e+07,0.020459,103,8
34.2214258,110.039498,3.5494,1116,75198,2.7681e+07,0.020081,103,8
34.2214258,110.039498,3.5494,1116,75198,2.7681e+07,0.020972,103,8
34.2214258,110.039498,3.5494,1116,75198,2.7681e+07,0.021945,103,8
34.2214258,110.039498,3.5494,1116,75198,2.7681e+07,0.023014,103,8
34.2214258,110.039498,3.5494,1116,75198,2.7681e+07,0.023833,103,8
34.2211604,110.040152,3.5356,1116,75125,2.7698e+07,0.023833,103,8
34.221163,110.040478,3.5299,1113,75095,2.7708e+07,0.024193,103,8
34.221163,110.040478,3.5299,1113,75095,2.7708e+07,0.024193,103,8
34.221163,110.040478,3.5299,1113,75095,2.7708e+07,0.024193,103,8
34.221163,110.040478,3.5299,1113,75095,2.7708e+07,0.024564,103,8
34.221163,110.040478,3.5299,1113,75095,2.7708e+07,0.025911,103,8
34.221163,110.040478,3.5299,1113,75095,2.7708e+07,0.025911,103,8
34.2208975,110.041132,3.5162,1111,75023,2.7755e+07,0.02552,103,8
34.2208975,110.041132,3.5162,1111,75023,2.7755e+07,0.026977,103,8
34.2208975,110.041132,3.5162,1111,75023,2.7755e+07,0.02811,103,8
34.2208975,110.041132,3.5162,1111,75023,2.7755e+07,0.029342,103,8
34.2208975,110.041132,3.5162,1111,75023,2.7755e+07,0.031286,103,8
34.2208975,110.041132,3.5162,1111,75023,2.7755e+07,0.033506,103,8
34.2208975,110.041132,3.5162,1111,75023,2.7755e+07,0.035273,103,8
34.2206372,110.042438,3.491,1106,74890,2.7785e+07,0.022556,103,8
34.2206372,110.042438,3.491,1106,74890,2.7785e+07,0.022243,103,8
34.2206372,110.042438,3.491,1106,74890,2.7785e+07,0.022243,103,8
