latitude,longitude,chi,elevation,flow_distance,drainage_area,slope,source_key,basin_key
34.2784055,109.7048,3.2682,1289,28529,5.5647e+06,0.058862,50,4
34.2784055,109.7048,3.2682,1289,28529,5.5647e+06,0.066794,50,4
34.2784055,109.7048,3.2682,1289,28529,5.5647e+06,0.0772,50,4
34.2784055,109.7048,3.2682,1289,28529,5.5647e+06,0.091449,50,4
34.2784055,109.7048,3.2682,1289,28529,5.5647e+06,0.11216,50,4
34.2784055,109.7048,3.2682,1289,28529,5.5647e+06,0.14499,50,4
34.2784055,109.7048,3.2682,1289,28529,5.5647e+06,0.20503,50,4
34.2784089,109.705126,3.2554,1284,28499,5.5809e+06,0.21767,50,4
34.2786829,109.705448,3.2375,1272,28457,5.5827e+06,0.31242,50,4
34.2786829,109.705448,3.2375,1272,28457,5.5827e+06,0.3728,50,4
34.2786863,109.705774,3.2248,1257,28427,5.5845e+06,0.53333,50,4
34.3210668,109.671865,4.7996,1081,22634,4.6737e+06,0.055229,51,4
34.3210668,109.671865,4.7996,1081,22634,4.6737e+06,0.053554,51,4
34.3213373,109.671861,4.7858,1077,22604,4.7079e+06,0.05794,51,4
34.3216078,109.671857,4.7719,1075,22574,4.7106e+06,0.062263,51,4
34.3232342,109.672157,4.6728,1070,22357,4.8717e+06,0.0599,51,4
34.3235047,109.672153,4.6592,1065,22327,4.8798e+06,0.065346,51,4
34.3235047,109.672153,4.6592,1065,22327,4.8798e+06,0.065265,51,4
34.3235047,109.672153,4.6592,1065,22327,4.8798e+06,0.074649,51,4
34.3235047,109.672153,4.6592,1065,22327,4.8798e+06,0.083093,51,4
34.3235047,109.672153,4.6592,1065,22327,4.8798e+06,0.098932,51,4
34.3235047,109.672153,4.6592,1065,22327,4.8798e+06,0.12224,51,4
34.3235047,109.672153,4.6592,1065,22327,4.8798e+06,0.14667,51,4
34.3240456,109.672144,4.6321,1059,22267,4.9032e+06,0.13545,51,4
34.3243161,109.67214,4.6185,1053,22237,4.923e+06,0.14298,51,4
34.3243161,109.67214,4.6185,1053,22237,4.923e+06,0.15878,51,4
34.3245901,109.672462,4.5994,1048,22195,4.9266e+06,0.1526,51,4
34.3248641,109.672784,4.5803,1040,22152,5.2218e+06,0.13553,51,4
34.3251382,109.673106,4.5617,1035,22110,5.2362e+06,0.12367,51,4
34.3254122,109.673427,4.5432,1030,22067,5.2515e+06,0.050074,51,4
34.3275831,109.674045,4.408,1020,21753,5.5134e+06,0.064603,51,4
34.3275831,109.674045,4.408,1020,21753,5.5134e+06,0.058046,51,4
34.3278536,109.674041,4.3952,1010,21723,5.5422e+06,0.055959,51,4
34.3278536,109.674041,4.3952,1010,21723,5.5422e+06,0.061822,51,4
34.3278536,109.674041,4.3952,1010,21723,5.5422e+06,0.069059,51,4
34.3278536,109.674041,4.3952,1010,21723,5.5422e+06,0.078217,51,4
34.3278536,109.674041,4.3952,1010,21723,5.5422e+06,0.090177,51,4
34.3278536,109.674041,4.3952,1010,21723,5.5422e+06,0.10646,51,4
34.3278536,109.674041,4.3952,1010,21723,5.5422e+06,0.12204,51,4
34.3278536,109.674041,4.3952,1010,21723,5.5422e+06,0.097632,51,4
34.3291989,109.673368,4.3211,1000,21548,5.6565e+06,0.068814,51,4
34.3294729,109.673689,4.3033,996,21505,5.6592e+06,0.069054,51,4
34.3294729,109.673689,4.3033,996,21505,5.6592e+06,0.077019,51,4
34.3294729,109.673689,4.3033,996,21505,5.6592e+06,0.092048,51,4
34.3297434,109.673685,4.2907,991,21475,5.8176e+06,0.072488,51,4
34.3302808,109.673351,4.2607,988,21403,5.8365e+06,0.079392,51,4
34.3305548,109.673672,4.2431,985,21361,5.859e+06,0.07213,51,4
34.3310923,109.673338,4.2132,981,21288,5.868e+06,0.086564,51,4
34.3310923,109.673338,4.2132,981,21288,5.868e+06,0.10219,51,4
34.3313627,109.673334,4.2008,977,21258,5.8743e+06,0.10251,51,4
34.3319037,109.673325,4.176,967,21198,6.2037e+06,0.046024,51,4
34.3319037,109.673325,4.176,967,21198,6.2037e+06,0.044745,51,4
34.3319037,109.673325,4.176,967,21198,6.2037e+06,0.052573,51,4
34.3319037,109.673325,4.176,967,21198,6.2037e+06,0.047357,51,4
34.3321777,109.673647,4.159,965.02,21156,6.2226e+06,0.048325,51,4
34.334886,109.67393,4.015,955,20794,6.417e+06,0.046024,51,4
34.334886,109.67393,4.015,955,20794,6.417e+06,0.046062,51,4
34.334886,109.67393,4.015,955,20794,6.417e+06,0.049471,51,4
34.334886,109.67393,4.015,955,20794,6.417e+06,0.053425,51,4
34.334886,109.67393,4.015,955,20794,6.417e+06,0.060243,51,4
34.334886,109.67393,4.015,955,20794,6.417e+06,0.069058,51,4
34.334886,109.67393,4.015,955,20794,6.417e+06,0.080898,51,4
34.334886,109.67393,4.015,955,20794,6.417e+06,0.097642,51,4
34.334886,109.67393,4.015,955,20794,6.417e+06,0.12313,51,4
34.3351565,109.673926,4.0032,947,20764,6.4566e+06,0.11439,51,4
34.3351565,109.673926,4.0032,947,20764,6.4566e+06,0.13807,51,4
34.3354235,109.673596,3.9865,945,20721,6.4701e+06,0.11213,51,4
34.3362349,109.673583,3.9414,934,20606,6.5214e+06,0.077011,51,4
34.3362349,109.673583,3.9414,934,20606,6.5214e+06,0.088563,51,4
34.3365054,109.673579,3.9296,928,20576,6.6231e+06,0.092048,51,4
34.3365054,109.673579,3.9296,928,20576,6.6231e+06,0.091422,51,4
34.3373098,109.672914,3.885,922,20462,6.7284e+06,0.084167,51,4
34.3375767,109.672584,3.8687,918,20419,6.7482e+06,0.073129,51,4
34.3375767,109.672584,3.8687,918,20419,6.7482e+06,0.080828,51,4
34.3378437,109.672253,3.8524,917,20377,6.7518e+06,0.090861,51,4
34.338374,109.671266,3.8082,905,20262,6.8193e+06,0.073495,51,4
34.338374,109.671266,3.8082,905,20262,6.8193e+06,0.062558,51,4
34.338374,109.671266,3.8082,905,20262,6.8193e+06,0.062558,51,4
34.338374,109.671266,3.8082,905,20262,6.8193e+06,0.08446,51,4
34.338374,109.671266,3.8082,905,20262,6.8193e+06,0.097375,51,4
34.3402603,109.670584,3.7188,888,20027,7.0362e+06,0.07929,51,4
34.3402603,109.670584,3.7188,888,20027,7.0362e+06,0.052678,51,4
34.3402603,109.670584,3.7188,888,20027,7.0362e+06,0.059298,51,4
34.3402603,109.670584,3.7188,888,20027,7.0362e+06,0.055306,51,4
34.3402603,109.670584,3.7188,888,20027,7.0362e+06,0.0572,51,4
34.3402603,109.670584,3.7188,888,20027,7.0362e+06,0.062558,51,4
34.3405308,109.67058,3.7075,884,19997,7.0515e+06,0.074851,51,4
34.34078,109.668619,3.6264,878,19780,7.2567e+06,0.057191,51,4
34.3407764,109.668293,3.6153,874,19750,7.2801e+06,0.059224,51,4
34.3410434,109.667963,3.5996,873,19707,7.2927e+06,0.061217,51,4
34.3410434,109.667963,3.5996,873,19707,7.2927e+06,0.068638,51,4
34.3410434,109.667963,3.5996,873,19707,7.2927e+06,0.07507,51,4
34.3410398,109.667637,3.5884,868,19677,7.3296e+06,0.082949,51,4
34.3410398,109.667637,3.5884,868,19677,7.3296e+06,0.088969,51,4
34.3410398,109.667637,3.5884,868,19677,7.3296e+06,0.08516,51,4
34.3412996,109.666654,3.5506,859,19575,7.3503e+06,0.065088,51,4
34.3412996,109.666654,3.5506,859,19575,7.3503e+06,0.071222,51,4
34.3412961,109.666328,3.5396,858,19545,7.3701e+06,0.062623,51,4
34.3412925,109.666002,3.5285,856,19515,7.3764e+06,0.062263,51,4
34.3415595,109.665672,3.5129,854,19472,7.4025e+06,0.065088,51,4
34.3420862,109.664359,3.4542,845,19310,7.8462e+06,0.060574,51,4
34.3420862,109.664359,3.4542,845,19310,7.8462e+06,0.062911,51,4
34.3420862,109.664359,3.4542,845,19310,7.8462e+06,0.062558,51,4
34.3423531,109.664029,3.4391,842,19268,7.8561e+06,0.068352,51,4
34.3423531,109.664029,3.4391,842,19268,7.8561e+06,0.075736,51,4
34.3423531,109.664029,3.4391,842,19268,7.8561e+06,0.062558,51,4
34.3426236,109.664024,3.4284,841,19238,7.8633e+06,0.060218,51,4
34.3428905,109.663694,3.4133,836,19195,7.8651e+06,0.072261,51,4
34.343161,109.66369,3.4026,833,19165,8.0253e+06,0.072261,51,4
34.3434244,109.663033,3.377,832,19093,8.0586e+06,0.072488,51,4
34.3436913,109.662703,3.3621,831,19050,8.0631e+06,0.077011,51,4
34.3439582,109.662372,3.3471,826,19008,8.2818e+06,0.063755,51,4
34.3442287,109.662368,3.3367,821,18978,8.2926e+06,0.060752,51,4
34.3442287,109.662368,3.3367,821,18978,8.2926e+06,0.063235,51,4
34.3442287,109.662368,3.3367,821,18978,8.2926e+06,0.072488,51,4
34.3442287,109.662368,3.3367,821,18978,8.2926e+06,0.080881,51,4
34.3455739,109.661694,3.2761,811,18803,8.361e+06,0.065088,51,4
34.3455739,109.661694,3.2761,811,18803,8.361e+06,0.057191,51,4
34.3458408,109.661364,3.2614,808,18761,8.3826e+06,0.049521,51,4
34.3458408,109.661364,3.2614,808,18761,8.3826e+06,0.052933,51,4
34.3458408,109.661364,3.2614,808,18761,8.3826e+06,0.058654,51,4
34.3461113,109.66136,3.2511,807,18731,8.388e+06,0.062911,51,4
34.3469192,109.661021,3.2157,801,18628,8.4114e+06,0.05799,51,4
34.3477199,109.66003,3.1658,795,18483,8.4411e+06,0.057191,51,4
34.3477199,109.66003,3.1658,795,18483,8.4411e+06,0.055229,51,4
34.3477199,109.66003,3.1658,795,18483,8.4411e+06,0.053397,51,4
34.3479868,109.659699,3.1512,790,18441,8.5581e+06,0.056067,51,4
34.3479868,109.659699,3.1512,790,18441,8.5581e+06,0.056067,51,4
34.3479833,109.659373,3.141,788,18411,8.6949e+06,0.05428,51,4
34.3479833,109.659373,3.141,788,18411,8.6949e+06,0.058833,51,4
34.3479833,109.659373,3.141,788,18411,8.6949e+06,0.066761,51,4
34.348784,109.658382,3.0978,783,18284,8.766e+06,0.058046,51,4
34.3490544,109.658377,3.0877,780,18254,8.7714e+06,0.050355,51,4
34.3493214,109.658047,3.0734,778,18211,8.7795e+06,0.043534,51,4
34.3495918,109.658043,3.0632,777,18181,8.8191e+06,0.047888,51,4
34.3498587,109.657712,3.049,775,18139,8.8218e+06,0.050362,51,4
34.3501256,109.657382,3.0347,773,18096,8.8416e+06,0.049437,51,4
34.350663,109.657047,3.0103,769,18024,8.8758e+06,0.049219,51,4
34.3512004,109.656712,2.986,768,17951,8.8785e+06,0.049437,51,4
34.3514673,109.656382,2.9718,765,17909,8.8794e+06,0.05276,51,4
34.3514673,109.656382,2.9718,765,17909,8.8794e+06,0.053397,51,4
34.3517378,109.656378,2.9617,763,17879,8.8911e+06,0.055229,51,4
34.3520082,109.656373,2.9516,761,17849,8.8929e+06,0.053397,51,4
34.3522751,109.656043,2.9374,758,17807,8.8956e+06,0.053405,51,4
34.3522751,109.656043,2.9374,758,17807,8.8956e+06,0.058046,51,4
34.3522751,109.656043,2.9374,758,17807,8.8956e+06,0.058046,51,4
34.352542,109.655712,2.9232,755,17764,8.9217e+06,0.049437,51,4
34.3528125,109.655708,2.9131,753,17734,8.9271e+06,0.046982,51,4
34.3530794,109.655378,2.8989,751,17692,8.9379e+06,0.046982,51,4
34.3536132,109.654717,2.8706,748,17607,8.9514e+06,0.04044,51,4
34.354421,109.654378,2.8363,745,17504,8.9604e+06,0.040034,51,4
34.3549584,109.654043,2.8121,742,17432,8.9631e+06,0.038128,51,4
34.3552289,109.654039,2.8021,740,17402,8.9649e+06,0.039053,51,4
34.3557698,109.65403,2.7821,739,17342,8.982e+06,0.040024,51,4
34.3560403,109.654026,2.7721,738,17312,8.9829e+06,0.04309,51,4
34.3563072,109.653695,2.7579,736,17270,8.9856e+06,0.041044,51,4
34.3565777,109.653691,2.7479,734,17240,8.9919e+06,0.041051,51,4
34.3565777,109.653691,2.7479,734,17240,8.9919e+06,0.043737,51,4
34.3565777,109.653691,2.7479,734,17240,8.9919e+06,0.048111,51,4
34.3571186,109.653682,2.7279,731,17180,8.9973e+06,0.04821,51,4
34.3573891,109.653678,2.7179,729,17150,8.9991e+06,0.049143,51,4
34.3573891,109.653678,2.7179,729,17150,8.9991e+06,0.050343,51,4
34.3573891,109.653678,2.7179,729,17150,8.9991e+06,0.050343,51,4
34.3576596,109.653674,2.7079,727,17120,9.0018e+06,0.053697,51,4
34.358197,109.653339,2.6838,725,17047,9.0045e+06,0.054455,51,4
34.3584674,109.653334,2.6738,722,17017,9.0063e+06,0.05794,51,4
34.3584674,109.653334,2.6738,722,17017,9.0063e+06,0.060051,51,4
34.3587343,109.653004,2.6596,719,16975,9.027e+06,0.057191,51,4
34.3590048,109.653,2.6497,719,16945,9.0288e+06,0.051004,51,4
34.3592717,109.652669,2.6355,716,16902,9.0315e+06,0.058662,51,4
34.3592717,109.652669,2.6355,716,16902,9.0315e+06,0.063513,51,4
34.3595386,109.652339,2.6214,712,16860,9.0351e+06,0.065686,51,4
34.3595386,109.652339,2.6214,712,16860,9.0351e+06,0.052673,51,4
34.3600723,109.651678,2.5874,709,16758,9.0459e+06,0.048821,51,4
34.3600723,109.651678,2.5874,709,16758,9.0459e+06,0.052673,51,4
34.3600687,109.651352,2.5774,704,16728,9.0495e+06,0.054455,51,4
34.3606061,109.651017,2.5518,702,16638,1.4777e+07,0.050343,51,4
34.360873,109.650686,2.5408,701,16595,1.4779e+07,0.056103,51,4
34.3611435,109.650682,2.533,699,16565,1.4783e+07,0.059861,51,4
34.3611435,109.650682,2.533,699,16565,1.4783e+07,0.06222,51,4
34.3616808,109.650347,2.5141,692,16493,1.4818e+07,0.032163,51,4
34.3616808,109.650347,2.5141,692,16493,1.4818e+07,0.035389,51,4
34.3616808,109.650347,2.5141,692,16493,1.4818e+07,0.037177,51,4
34.3619513,109.650343,2.5063,692,16463,1.4819e+07,0.039157,51,4
34.3622182,109.650012,2.4953,688.01,16420,1.4828e+07,0.04043,51,4
34.3622182,109.650012,2.4953,688.01,16420,1.4828e+07,0.035597,51,4
34.3643676,109.648673,2.416,684,16106,1.6071e+07,0.033793,51,4
34.3646381,109.648668,2.4086,680,16076,1.6094e+07,0.032547,51,4
34.3646381,109.648668,2.4086,680,16076,1.6094e+07,0.033986,51,4
34.3654459,109.648329,2.383,678,15973,1.6116e+07,0.029736,51,4
34.3654459,109.648329,2.383,678,15973,1.6116e+07,0.03105,51,4
34.3654459,109.648329,2.383,678,15973,1.6116e+07,0.033124,51,4
34.3654459,109.648329,2.383,678,15973,1.6116e+07,0.034763,51,4
34.3654459,109.648329,2.383,678,15973,1.6116e+07,0.037385,51,4
34.3654459,109.648329,2.383,678,15973,1.6116e+07,0.040434,51,4
34.3654459,109.648329,2.383,678,15973,1.6116e+07,0.044026,51,4
34.3657164,109.648325,2.3756,676,15943,1.6124e+07,0.046024,51,4
34.3662537,109.64799,2.3575,674,15871,1.6221e+07,0.040034,51,4
34.3667875,109.647329,2.3365,669,15786,1.6263e+07,0.035177,51,4
34.3667875,109.647329,2.3365,669,15786,1.6263e+07,0.035278,51,4
34.3670579,109.647325,2.329,669,15756,1.6267e+07,0.038127,51,4
34.3673248,109.646994,2.3185,667,15714,1.6297e+07,0.040025,51,4
34.3678658,109.646985,2.3036,666,15654,1.6309e+07,0.028807,51,4
34.3684031,109.646651,2.2857,663,15581,1.6333e+07,0.028812,51,4
34.3684031,109.646651,2.2857,663,15581,1.6333e+07,0.030108,51,4
34.3684031,109.646651,2.2857,663,15581,1.6333e+07,0.032216,51,4
34.3692109,109.646311,2.2604,659,15479,1.6349e+07,0.030686,51,4
34.3692109,109.646311,2.2604,659,15479,1.6349e+07,0.032163,51,4
34.3700187,109.645972,2.2351,657,15376,1.6377e+07,0.027614,51,4
34.3705525,109.645311,2.2141,656,15291,1.6416e+07,0.028996,51,4
34.3708193,109.64498,2.2036,656,15249,1.6418e+07,0.030245,51,4
34.3710862,109.64465,2.1932,654,15207,1.6427e+07,0.028301,51,4
34.3713567,109.644646,2.1857,652,15177,1.643e+07,0.028506,51,4
34.3713567,109.644646,2.1857,652,15177,1.643e+07,0.028305,51,4
34.3713567,109.644646,2.1857,652,15177,1.643e+07,0.029555,51,4
34.3716235,109.644315,2.1753,649,15134,1.693e+07,0.029198,51,4
34.3724277,109.64365,2.1474,647,15019,1.7011e+07,0.026268,51,4
34.3726982,109.643645,2.1401,647,14989,1.7012e+07,0.027815,51,4
34.3726982,109.643645,2.1401,647,14989,1.7012e+07,0.029022,51,4
34.3729687,109.643641,2.1328,645,14959,1.7019e+07,0.029562,51,4
34.3729687,109.643641,2.1328,645,14959,1.7019e+07,0.031536,51,4
34.3729687,109.643641,2.1328,645,14959,1.7019e+07,0.033793,51,4
34.373506,109.643306,2.1153,644,14887,1.7028e+07,0.033793,51,4
34.3737729,109.642975,2.105,642,14844,1.7039e+07,0.036393,51,4
34.3743066,109.642314,2.0844,638,14760,1.7058e+07,0.030245,51,4
34.3745771,109.64231,2.0772,638,14730,1.706e+07,0.030108,51,4
34.3745771,109.64231,2.0772,638,14730,1.706e+07,0.030682,51,4
34.3748439,109.641979,2.0669,637,14687,1.7063e+07,0.032844,51,4
34.3748439,109.641979,2.0669,637,14687,1.7063e+07,0.034456,51,4
34.3753812,109.641644,2.0494,634,14615,1.7079e+07,0.035288,51,4
34.3753812,109.641644,2.0494,634,14615,1.7079e+07,0.037741,51,4
34.3753812,109.641644,2.0494,634,14615,1.7079e+07,0.037969,51,4
34.3756481,109.641314,2.0391,630.01,14572,1.7086e+07,0.037245,51,4
34.3764595,109.641301,2.0173,630,14482,1.7098e+07,0.039107,51,4
34.3767336,109.641622,2.0071,628,14440,1.7108e+07,0.038133,51,4
34.3770041,109.641618,1.9998,628,14410,1.7109e+07,0.04044,51,4
34.3772746,109.641614,1.9926,626,14380,1.712e+07,0.04563,51,4
34.377545,109.641609,1.9853,626,14350,1.7122e+07,0.046446,51,4
34.3778191,109.641931,1.9751,622,14307,1.7124e+07,0.046435,51,4
34.378086,109.641601,1.9648,619,14265,1.713e+07,0.038144,51,4
34.378086,109.641601,1.9648,619,14265,1.713e+07,0.040452,51,4
34.378086,109.641601,1.9648,619,14265,1.713e+07,0.043058,51,4
34.378086,109.641601,1.9648,619,14265,1.713e+07,0.046024,51,4
34.3783565,109.641596,1.9576,618,14235,1.7132e+07,0.046028,51,4
34.3783565,109.641596,1.9576,618,14235,1.7132e+07,0.049436,51,4
34.3786269,109.641592,1.9503,615,14205,1.7133e+07,0.037609,51,4
34.3786269,109.641592,1.9503,615,14205,1.7133e+07,0.039853,51,4
34.3797125,109.641901,1.9123,610,14048,1.7163e+07,0.030108,51,4
34.3799866,109.642223,1.9021,608,14005,1.7168e+07,0.025502,51,4
34.3799866,109.642223,1.9021,608,14005,1.7168e+07,0.024193,51,4
34.3818871,109.642844,1.8405,605,13746,1.8122e+07,0.023012,51,4
34.3824244,109.642509,1.8235,603,13673,1.8137e+07,0.022561,51,4
34.3824244,109.642509,1.8235,603,13673,1.8137e+07,0.023348,51,4
34.3824244,109.642509,1.8235,603,13673,1.8137e+07,0.024562,51,4
34.3837768,109.642488,1.7883,600,13523,1.8173e+07,0.021526,51,4
34.384581,109.641822,1.7614,598,13408,1.8202e+07,0.021893,51,4
34.3848478,109.641491,1.7514,597,13366,1.8204e+07,0.021818,51,4
34.3848478,109.641491,1.7514,597,13366,1.8204e+07,0.021818,51,4
34.3848442,109.641165,1.7444,595,13336,1.8205e+07,0.021821,51,4
34.3848442,109.641165,1.7444,595,13336,1.8205e+07,0.022556,51,4
34.3848442,109.641165,1.7444,595,13336,1.8205e+07,0.023682,51,4
34.3848442,109.641165,1.7444,595,13336,1.8205e+07,0.024508,51,4
34.3848442,109.641165,1.7444,595,13336,1.8205e+07,0.025782,51,4
34.3848406,109.640839,1.7374,594,13306,1.8212e+07,0.022556,51,4
34.384837,109.640513,1.7303,593,13276,1.8213e+07,0.022244,51,4
34.3851038,109.640182,1.7204,591.01,13233,1.8302e+07,0.020326,51,4
34.3851002,109.639856,1.7134,591,13203,1.831e+07,0.020074,51,4
34.385367,109.639525,1.7035,591,13161,1.8317e+07,0.020695,51,4
34.3856339,109.639195,1.6935,590,13119,1.8321e+07,0.019253,51,4
34.3856339,109.639195,1.6935,590,13119,1.8321e+07,0.019025,51,4
34.3856303,109.638868,1.6865,589,13089,1.8323e+07,0.019025,51,4
34.3858971,109.638538,1.6766,587,13046,1.8332e+07,0.020685,51,4
34.3858971,109.638538,1.6766,587,13046,1.8332e+07,0.021542,51,4
34.386164,109.638207,1.6667,587,13004,1.8338e+07,0.021454,51,4
34.3864272,109.63755,1.6498,584.01,12931,1.8342e+07,0.021454,51,4
34.3872313,109.636885,1.6231,584,12816,1.8615e+07,0.021079,51,4
34.3874982,109.636554,1.6132,583,12774,1.8617e+07,0.018497,51,4
34.3885764,109.63621,1.5768,581,12617,1.8644e+07,0.017337,51,4
34.3885764,109.63621,1.5768,581,12617,1.8644e+07,0.017151,51,4
34.3885764,109.63621,1.5768,581,12617,1.8644e+07,0.017151,51,4
34.3891028,109.634896,1.5433,580,12472,1.876e+07,0.017336,51,4
34.3893696,109.634566,1.5335,579,12429,1.8764e+07,0.018009,51,4
34.3896365,109.634235,1.5237,576,12387,1.8773e+07,0.014779,51,4
34.3896365,109.634235,1.5237,576,12387,1.8773e+07,0.015256,51,4
34.3896365,109.634235,1.5237,576,12387,1.8773e+07,0.014915,51,4
34.3896328,109.633909,1.5168,574,12357,1.8774e+07,0.01428,51,4
34.3896328,109.633909,1.5168,574,12357,1.8774e+07,0.014591,51,4
34.3896328,109.633909,1.5168,574,12357,1.8774e+07,0.015056,51,4
34.3896328,109.633909,1.5168,574,12357,1.8774e+07,0.015551,51,4
34.3898851,109.632273,1.4794,573,12195,1.8924e+07,0.015551,51,4
34.3898814,109.631947,1.4725,572,12165,1.8951e+07,0.016171,51,4
34.3898814,109.631947,1.4725,572,12165,1.8951e+07,0.016716,51,4
34.3898814,109.631947,1.4725,572,12165,1.8951e+07,0.017299,51,4
34.390956,109.631277,1.4335,571,11995,1.9004e+07,0.016081,51,4
34.3912265,109.631272,1.4267,570,11965,1.901e+07,0.015928,51,4
34.3912265,109.631272,1.4267,570,11965,1.901e+07,0.016315,51,4
34.3912265,109.631272,1.4267,570,11965,1.901e+07,0.016898,51,4
34.3912265,109.631272,1.4267,570,11965,1.901e+07,0.017525,51,4
34.3914933,109.630941,1.4169,568,11923,1.9053e+07,0.017525,51,4
34.3917345,109.628327,1.3478,566,11620,1.9162e+07,0.016649,51,4
34.3917236,109.627348,1.3273,564,11530,1.928e+07,0.015196,51,4
34.3919904,109.627017,1.3176,563,11488,1.9281e+07,0.015964,51,4
34.3919904,109.627017,1.3176,563,11488,1.9281e+07,0.016334,51,4
34.3919904,109.627017,1.3176,563,11488,1.9281e+07,0.016722,51,4
34.3919904,109.627017,1.3176,563,11488,1.9281e+07,0.017304,51,4
34.3919904,109.627017,1.3176,563,11488,1.9281e+07,0.017741,51,4
34.3922572,109.626687,1.308,561.01,11446,1.9303e+07,0.017336,51,4
34.3922572,109.626687,1.308,561.01,11446,1.9303e+07,0.017526,51,4
34.3925277,109.626682,1.3011,561,11416,1.9307e+07,0.017719,51,4
34.3925277,109.626682,1.3011,561,11416,1.9307e+07,0.018409,51,4
34.3927945,109.626352,1.2915,561,11373,1.931e+07,0.018622,51,4
34.3930613,109.626021,1.2818,560,11331,1.9434e+07,0.018622,51,4
34.3933244,109.625364,1.2654,558,11258,1.9444e+07,0.015054,51,4
34.3930503,109.625042,1.2558,557,11216,1.9446e+07,0.015669,51,4
34.3930503,109.625042,1.2558,557,11216,1.9446e+07,0.016179,51,4
34.3930503,109.625042,1.2558,557,11216,1.9446e+07,0.016724,51,4
34.3930503,109.625042,1.2558,557,11216,1.9446e+07,0.017307,51,4
34.3930503,109.625042,1.2558,557,11216,1.9446e+07,0.017932,51,4
34.3930503,109.625042,1.2558,557,11216,1.9446e+07,0.018401,51,4
34.3930466,109.624716,1.249,556,11186,1.9448e+07,0.018203,51,4
34.3930466,109.624716,1.249,556,11186,1.9448e+07,0.018712,51,4
34.3933134,109.624385,1.2354,555,11126,1.9453e+07,0.018715,51,4
34.3935802,109.624054,1.2258,555,11083,1.9463e+07,0.019252,51,4
34.393847,109.623724,1.2161,554,11041,1.9465e+07,0.015613,51,4
34.3938434,109.623397,1.2093,552,11011,1.9467e+07,0.017175,51,4
34.3938397,109.623071,1.2025,551.01,10981,1.965e+07,0.016152,51,4
34.393836,109.622745,1.1958,551,10951,1.9651e+07,0.016551,51,4
34.3938323,109.622419,1.189,551,10921,1.9652e+07,0.017151,51,4
34.3938287,109.622092,1.1822,550,10891,1.968e+07,0.015922,51,4
34.3935545,109.62177,1.1727,548.01,10849,1.9692e+07,0.015551,51,4
34.3940734,109.619804,1.124,548,10594,2.9386e+07,0.016169,51,4
34.3943402,109.619473,1.1161,546,10552,2.9387e+07,0.015054,51,4
34.3943402,109.619473,1.1161,546,10552,2.9387e+07,0.014588,51,4
34.3946106,109.619469,1.1106,545,10522,2.9389e+07,0.014459,51,4
34.3946106,109.619469,1.1106,545,10522,2.9389e+07,0.014778,51,4
34.3946106,109.619469,1.1106,545,10522,2.9389e+07,0.014915,51,4
34.3959446,109.617815,1.0605,544,10249,2.9499e+07,0.014915,51,4
34.3962114,109.617484,1.0526,541,10207,2.9501e+07,0.01415,51,4
34.3962114,109.617484,1.0526,541,10207,2.9501e+07,0.014031,51,4
34.3962114,109.617484,1.0526,541,10207,2.9501e+07,0.01433,51,4
34.3962114,109.617484,1.0526,541,10207,2.9501e+07,0.014643,51,4
34.3972896,109.61714,1.0283,540,10075,2.9552e+07,0.014202,51,4
34.3980936,109.616474,1.0072,537,9959.7,2.9681e+07,0.013915,51,4
34.3352672,109.659249,3.9852,925,19940,4.5558e+06,0.10125,52,4
34.3352672,109.659249,3.9852,925,19940,4.5558e+06,0.10679,52,4
34.3357939,109.657936,3.9175,915,19795,4.5954e+06,0.1011,52,4
34.3363313,109.657602,3.8837,907,19723,4.6224e+06,0.097632,52,4
34.3363313,109.657602,3.8837,907,19723,4.6224e+06,0.11965,52,4
34.3363313,109.657602,3.8837,907,19723,4.6224e+06,0.13348,52,4
34.3366017,109.657597,3.8698,900,19693,4.7439e+06,0.15186,52,4
34.3366017,109.657597,3.8698,900,19693,4.7439e+06,0.12582,52,4
34.3368758,109.657919,3.8503,893,19650,4.7583e+06,0.034828,52,4
34.3374203,109.658237,3.8171,889,19578,4.8132e+06,0.036569,52,4
34.3406589,109.657533,3.6091,879,19118,4.9509e+06,0.048762,52,4
34.3406589,109.657533,3.6091,879,19118,4.9509e+06,0.052648,52,4
34.3406589,109.657533,3.6091,879,19118,4.9509e+06,0.047825,52,4
34.3409258,109.657202,3.59,865,19076,4.9536e+06,0.046676,52,4
34.3409258,109.657202,3.59,865,19076,4.9536e+06,0.049838,52,4
34.3409258,109.657202,3.59,865,19076,4.9536e+06,0.055127,52,4
34.3409258,109.657202,3.59,865,19076,4.9536e+06,0.061672,52,4
34.3409258,109.657202,3.59,865,19076,4.9536e+06,0.069984,52,4
34.3409258,109.657202,3.59,865,19076,4.9536e+06,0.077351,52,4
34.3409258,109.657202,3.59,865,19076,4.9536e+06,0.090896,52,4
34.3409258,109.657202,3.59,865,19076,4.9536e+06,0.1102,52,4
34.3409258,109.657202,3.59,865,19076,4.9536e+06,0.13991,52,4
34.3409258,109.657202,3.59,865,19076,4.9536e+06,0.19157,52,4
34.3409258,109.657202,3.59,865,19076,4.9536e+06,0.30376,52,4
34.3409258,109.657202,3.59,865,19076,4.9536e+06,0.3728,52,4
34.3411963,109.657198,3.5765,852,19046,4.9644e+06,0.21479,52,4
